insult,date,comment,Not an Insult
0,20120620180502z,"dimwits.  they prevent eric holder from stopping the guns getting sold in massive quantities to people about to go into mexico, and then they get all apoplectic.  

where did monica lewinsky's dress go - are they sniffing it before their tirades so they can psyche themselves up?",Not an Insult
0,20120619134641z,mo ain't coming back and getting close to 15 million  he got this year.  be  realistic he is very old athletically.  he  will pitch one last time and then retire like wood did.,Not an Insult
0,,"truths? are mine the same as yours?  speaking the ""truth"" often involves hurting peoples feelings.  for instance if i were to state i believe homosexuality is a chosen life style unlike being born a racial minority.  or if that i believe that that chosen lifestyle is amoral and perverse, not far from the vestiges of pedophilia, bestiality, or nechrophilia.  and, it's got absolutely nothing to do with religion.

now there's a whole pile of truths for you. ",Not an Insult
1,20120610073841z,that has to be the stupidest comment i've ever seen.,Not an Insult
1,," we have more where he came from. don't rest, we are watching your fat azz.",Insult
0,20120612143019z,"i am liable to go to a 7-11 for a pack of cigarettes some day and the guy or gal behind the counter will take my money and hand me a live grenade! i don't see many americans behind the counters at 7-11 or kroger's or the gas station or the bank. do we have any born here americans left who have jobs? this reminds me of the guy who was at a bar and a big muscular biker walks in and takes his drink away and drinks it! the little guy says ""i went to work late and got fired...i went home and my wife was in bed with a stranger and then my dog bit me. i took my last 5 bucks here and bought a drink and dissolved some poison in it to kill myself and you come along and drink my drink! so....how was your day?",Not an Insult
0,20120515195901z,what are you talking about? zimmerman wasn't police and obama isn't black.,Not an Insult
0,,"in my area the scrap men and women are around everyday sometimes one in the morning and a different one in the afternoon,that includes weekends. if you leave anything on the path it goes. i left a spin dryer for my cousin to pick up on the driveway when i went to work,before he could pick it up the scrap people opened my gates and took it.",Not an Insult
0,20120612161337z,"those evil syrian soldiers are eating babies, and the helpless civilians only want peace.  why are the evildoers winning?  why can't the white knights of pure western goodness go do something about it?",Not an Insult
0,20120527183423z,"...erections.""
then why are they targeting women?",Not an Insult
0,20120612144558z,"nope, i'm fecking huge and i'm from leeds. also, since when was aberdeen in the north of england?",Not an Insult
0,20120515140716z,"you are right - if only we knew which balls were which 
and whos balls were in whos pockets - we would then at least know how many balls were still on the table and in play - :)",Not an Insult
0,20120620163756z,@yinzerinct that took me about 2.76 seconds,Not an Insult
0,20120515113903z,"because you are so cool, that's why!!!!",Not an Insult
0,20120612134048z,it looks to me like the federal government wants florida to let illegals and non-residents vote. those are the votes obammy needs.  the law and truth means nothing to the federal government. all it cares about is getting a second term for obammy.,Not an Insult
0,20120612151415z,you're kidding.  right?  do you read the news?,Not an Insult
0,20120610222751z,vector comming from some-redneck like  you i that it as a compliment. some goes for cslos77 been call a idiot by a redneck always give me a smile,Insult
0,20120620000854z,if these ignorant fcks h8te the usa then just leave......simple ....quit harassing american citizens,Not an Insult
0,20120527210826z,really risky pick! hes done now!,Not an Insult
0,,all these police and security yet people get in with flairs meanwhile in england a 100k+ a week player gets called a name and there is uproar go figure,Not an Insult
0,20120527174928z,2007 and they made it to the world series,Not an Insult
0,20120530000534z,@susiemo http://candk.ytmnd.com/,Not an Insult
0,,"@hamm5 @dawgjamfan i'm not sure their is a ""prototype"" build for the rush olb in grantham's scheme.  it is basically whoever can get to the qb best.  i think jenkins definitely projects outside as well as floyd.  jhc could definitely play outside, but i think he is the only one in this class who could also lock down the inside as well.",Not an Insult
0,,"santorum needs to stop whining about the negative adds - he's been free-riding at newt's expense this entire time so now it's his turn in the box.  after all, he's a lawyer and needs to suck it up - but of course he doesn't want people to know he's an attorney since that might spoil his choir boy image.  newt said he wasn't for mandates so rick needs to stop promoting it.  besides, rick didn't mind piling on with mitt to try to bury newt early on.  but at the end of the day, what solutions does rick bring to the table? he didn't do anything when he was in congress and time after time he abandoned his principles to please the liberals in pennsylvania! and what did it buy him?  a 19 point drubbing in his re-election!

as for the campaign, he's brought no rational or reasonable solutions to the table - instead, like mitt, his best solution has been to say ""i agree with newt""  - and his economic logic is elementary and fatally flawed.  newt has been spot on predicting where king hussein obama is leading us, including the attack on the church, which is simply the avenue to establish the legal precedent that the wh has the power to tell us - all of us - how to act, how to respond, and what to think!  that's the real issue from obama and his henchwoman michellivelli!  not only will rick be behind on tidal wave of rot that will flood him if elected, he will not be able to get congress to do a darn thing!  and when his failed 4 years are over, the demonic dems will come back to power with a vengence by simply pointing at rick's miserable record and lack of ability to lead in a hail storm of enemies on both sides of him!  

so rick should just suck it up, stop whining and run the gauntlet like newt has had to ... if he can't stand the heat then he can't lead the country!",Not an Insult
